3.820000	0.257631	0.261780	0.627554	-0.058422	
3.830000	0.257130	0.261097	0.635308	-0.055998	
3.840000	0.256638	0.260417	0.642999	-0.053483	
3.850000	0.256155	0.259740	0.650625	-0.050875	
3.860000	0.255681	0.259067	0.658186	-0.048174	
3.870000	0.255217	0.258398	0.665682	-0.045379	
3.880000	0.254761	0.257732	0.673111	-0.042488	
3.890000	0.254314	0.257069	0.680473	-0.039501	
3.900000	0.253877	0.256410	0.687766	-0.036417	
3.910000	0.253448	0.255754	0.694991	-0.033234	
3.920000	0.253029	0.255102	0.702146	-0.029952	
3.930000	0.252618	0.254453	0.709231	-0.026570	
3.940000	0.252217	0.253807	0.716246	-0.023086	
3.950000	0.251825	0.253165	0.723188	-0.019500	
3.960000	0.251442	0.252525	0.730058	-0.015811	
3.970000	0.251068	0.251889	0.736856	-0.012017	
3.980000	0.250703	0.251256	0.743579	-0.008118	
3.990000	0.250347	0.250627	0.750228	-0.004113	
4.000000	0.250000	0.250000	0.756802	0.000000	
